co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,timestamp
98.18,0.0,0.07,50.87,0.22,22.87,83.96,0.0,3,1776812400
98.29,0.0,0.07,51.11,0.22,22.98,84.7,0.0,3,1776816000
98.62,0.0,0.07,51.44,0.22,23.17,85.86,0.0,3,1776819600
98.78,0.0,0.08,51.7,0.22,23.45,87.14,0.0,3,1776823200
98.84,0.01,0.08,51.97,0.22,23.84,88.73,0.0,3,1776826800
98.71,0.01,0.07,52.13,0.22,24.19,90.16,0.0,3,1776830400
98.65,0.01,0.05,51.91,0.23,24.61,91.52,0.0,3,1776834000
98.47,0.01,0.05,51.36,0.23,25.05,92.99,0.0,3,1776837600
98.33,0.01,0.04,50.66,0.24,25.58,94.88,0.0,3,1776841200
98.23,0.01,0.04,50.06,0.25,26.2,97.38,0.0,3,1776844800
98.28,0.01,0.04,49.62,0.26,26.92,100.21,0.0,4,1776848400
98.75,0.01,0.05,49.3,0.27,27.81,103.27,0.0,4,1776852000
99.05,0.01,0.05,49.13,0.28,28.66,105.54,0.0,4,1776855600
99.4,0.01,0.06,49.36,0.3,29.5,106.98,0.0,4,1776859200
100.11,0.01,0.08,50.47,0.31,30.31,107.45,0.0,4,1776862800
100.7,0.0,0.1,51.92,0.31,30.89,106.26,0.0,4,1776866400
101.25,0.0,0.1,53.32,0.31,31.26,103.88,0.0,4,1776870000
101.73,0.0,0.1,54.12,0.31,31.49,101.28,0.0,4,1776873600
102.32,0.0,0.1,54.36,0.32,31.91,100.09,0.0,4,1776877200
103.0,0.0,0.1,54.37,0.33,32.37,99.65,0.0,3,1776880800
103.37,0.0,0.09,54.28,0.34,32.68,99.14,0.0,3,1776884400
103.43,0.0,0.09,54.24,0.34,32.77,98.17,0.0,3,1776888000
103.34,0.0,0.09,54.36,0.34,32.71,96.96,0.0,3,1776891600
103.25,0.0,0.09,54.63,0.33,32.59,95.46,0.0,3,1776895200
103.66,0.0,0.08,55.12,0.33,32.53,93.88,0.0,3,1776898800
104.17,0.0,0.08,55.83,0.33,32.45,92.12,0.0,3,1776902400
104.68,0.0,0.08,56.37,0.33,32.39,90.41,0.0,3,1776906000
105.07,0.0,0.09,56.23,0.33,32.45,89.17,0.0,3,1776909600
105.05,0.01,0.09,55.69,0.33,32.6,88.29,0.0,3,1776913200
104.87,0.01,0.08,54.99,0.33,32.73,87.65,0.0,3,1776916800
104.99,0.01,0.06,54.43,0.33,32.88,87.03,0.0,3,1776920400
105.08,0.01,0.06,53.65,0.33,32.95,86.04,0.0,3,1776924000
105.07,0.01,0.05,52.72,0.32,32.94,84.76,0.0,3,1776927600
105.02,0.01,0.05,51.77,0.32,32.88,83.33,0.0,3,1776931200
104.96,0.01,0.05,50.97,0.31,32.81,82.03,0.0,3,1776934800
105.26,0.01,0.05,50.47,0.31,32.86,81.03,0.0,3,1776938400
105.45,0.01,0.06,50.26,0.31,32.9,80.21,0.0,3,1776942000
105.61,0.01,0.07,50.32,0.32,33.0,79.84,0.0,3,1776945600
105.96,0.01,0.09,50.64,0.32,33.24,79.91,0.0,3,1776949200
106.31,0.0,0.11,50.66,0.32,33.37,79.79,0.0,3,1776952800
106.49,0.0,0.12,50.46,0.31,33.47,79.64,0.0,3,1776956400
106.32,0.0,0.12,50.06,0.3,33.44,79.37,0.0,3,1776960000
106.37,0.0,0.12,49.78,0.3,33.47,79.42,0.0,3,1776963600
106.39,0.0,0.11,49.39,0.3,33.5,79.48,0.0,3,1776967200
106.24,0.0,0.11,48.89,0.29,33.42,79.3,0.0,3,1776970800
106.01,0.0,0.11,48.37,0.3,33.42,79.26,0.0,3,1776974400
105.8,0.0,0.1,47.75,0.3,33.43,79.21,0.0,3,1776978000
105.63,0.0,0.1,47.19,0.31,33.46,79.03,0.0,3,1776981600
105.55,0.0,0.1,46.6,0.31,33.5,78.66,0.0,3,1776985200
105.5,0.0,0.1,46.23,0.3,33.56,78.25,0.0,3,1776988800
105.44,0.0,0.1,46.03,0.3,33.58,77.75,0.0,3,1776992400
105.47,0.0,0.11,46.07,0.3,33.6,76.96,0.0,3,1776996000
105.64,0.01,0.11,46.48,0.29,33.52,75.73,0.0,3,1776999600
105.83,0.01,0.08,47.4,0.29,33.21,74.07,0.0,3,1777003200
106.3,0.01,0.07,48.52,0.28,32.87,72.65,0.0,3,1777006800
106.63,0.01,0.06,49.21,0.27,32.64,71.44,0.0,3,1777010400
106.95,0.01,0.05,49.08,0.27,32.56,70.43,0.0,3,1777014000
106.81,0.01,0.05,48.1,0.27,32.65,69.37,0.0,3,1777017600
106.51,0.01,0.05,47.11,0.28,32.8,68.47,0.0,3,1777021200
106.7,0.01,0.06,46.82,0.29,32.96,67.82,0.0,3,1777024800
106.63,0.01,0.06,47.21,0.29,32.94,67.2,0.0,3,1777028400
106.71,0.01,0.07,48.2,0.29,32.92,67.02,0.0,3,1777032000
107.01,0.01,0.09,49.18,0.29,33.11,67.46,0.0,3,1777035600
106.91,0.0,0.12,49.72,0.28,33.3,67.8,0.0,3,1777039200
106.75,0.0,0.12,49.8,0.28,33.55,68.21,0.0,3,1777042800
106.54,0.0,0.12,49.74,0.26,33.71,68.54,0.0,3,1777046400
106.53,0.0,0.12,49.7,0.25,33.96,68.86,0.0,3,1777050000
106.73,0.0,0.12,49.7,0.25,34.19,69.23,0.0,3,1777053600
106.77,0.0,0.12,49.77,0.24,34.31,69.78,0.0,3,1777057200
106.8,0.0,0.12,49.8,0.24,34.43,71.0,0.0,3,1777060800
106.62,0.0,0.11,49.74,0.24,34.61,72.95,0.0,3,1777064400
106.6,0.0,0.11,49.35,0.25,34.97,75.61,0.0,3,1777068000
106.27,0.0,0.11,48.79,0.26,35.37,78.25,0.0,3,1777071600
106.11,0.0,0.11,48.32,0.25,35.73,81.17,0.0,3,1777075200
105.62,0.0,0.11,48.09,0.25,35.99,84.35,0.0,3,1777078800
105.49,0.0,0.12,47.87,0.24,36.26,87.3,0.0,3,1777082400
105.53,0.01,0.12,47.95,0.23,36.4,89.87,0.0,3,1777086000
105.51,0.02,0.1,48.16,0.22,36.42,92.23,0.0,3,1777089600
105.34,0.02,0.08,48.34,0.22,36.46,94.59,0.0,3,1777093200
105.28,0.01,0.07,48.34,0.22,36.48,96.74,0.0,3,1777096800
105.07,0.01,0.06,47.99,0.23,36.47,98.33,0.0,3,1777100400
104.71,0.01,0.06,47.3,0.23,36.39,99.13,0.0,3,1777104000
104.35,0.01,0.06,46.62,0.24,36.32,100.22,0.0,4,1777107600
104.37,0.01,0.06,46.67,0.26,36.37,102.0,0.0,4,1777111200
103.96,0.01,0.06,46.99,0.29,36.39,103.38,0.0,4,1777114800
103.93,0.01,0.07,48.04,0.34,36.49,105.06,0.0,4,1777118400
104.55,0.01,0.1,50.11,0.39,36.84,107.33,0.0,4,1777122000
105.16,0.0,0.13,52.42,0.44,37.09,108.24,0.0,4,1777125600
105.79,0.0,0.14,54.57,0.49,37.2,107.63,0.0,4,1777129200
106.18,0.0,0.15,56.31,0.52,37.02,105.59,0.0,4,1777132800
106.62,0.0,0.15,57.83,0.54,36.7,102.82,0.0,4,1777136400
106.95,0.0,0.15,59.2,0.54,36.21,99.42,0.0,3,1777140000
107.06,0.0,0.15,60.19,0.53,35.48,95.8,0.0,3,1777143600
106.66,0.0,0.14,60.49,0.5,34.76,92.57,0.0,3,1777147200
106.31,0.0,0.14,60.34,0.46,34.2,90.22,0.0,3,1777150800
106.15,0.0,0.14,60.0,0.41,34.01,88.95,0.0,3,1777154400
105.95,0.0,0.14,59.63,0.37,34.17,88.33,0.0,3,1777158000
105.94,0.0,0.14,60.04,0.35,34.67,88.99,0.0,3,1777161600
106.2,0.0,0.13,61.1,0.34,35.37,90.83,0.0,3,1777165200
106.68,0.0,0.15,62.45,0.33,36.19,93.21,0.0,3,1777168800
107.25,0.01,0.15,63.73,0.33,37.02,95.6,0.0,3,1777172400
107.75,0.02,0.13,64.78,0.33,37.71,97.82,0.0,3,1777176000
108.11,0.02,0.1,65.49,0.33,38.39,99.87,0.0,3,1777179600
108.52,0.01,0.08,65.65,0.33,39.03,101.5,0.0,4,1777183200
108.65,0.01,0.07,65.31,0.33,39.62,103.01,0.0,4,1777186800
108.71,0.01,0.07,64.69,0.34,40.07,104.66,0.0,4,1777190400
108.77,0.01,0.07,64.08,0.34,40.37,106.25,0.0,4,1777194000
109.25,0.01,0.07,63.91,0.36,40.69,107.78,0.0,4,1777197600
109.3,0.01,0.07,63.61,0.37,40.55,108.05,0.0,4,1777201200
109.26,0.01,0.08,63.4,0.37,39.87,107.42,0.0,4,1777204800
109.55,0.01,0.1,63.24,0.35,38.78,106.26,0.0,4,1777208400
109.27,0.0,0.13,62.94,0.33,37.14,103.86,0.0,4,1777212000
108.56,0.0,0.14,63.19,0.3,35.21,101.22,0.0,4,1777215600
107.61,0.0,0.13,64.11,0.28,33.57,99.3,0.0,3,1777219200
106.72,0.0,0.13,65.02,0.29,32.69,97.61,0.0,3,1777222800
106.04,0.0,0.12,66.15,0.3,32.55,96.74,0.0,3,1777226400
105.92,0.0,0.12,67.62,0.32,33.01,97.2,0.0,3,1777230000
106.19,0.0,0.11,68.99,0.33,33.86,98.57,0.0,3,1777233600
106.52,0.0,0.11,70.27,0.34,34.76,100.01,0.0,4,1777237200
106.94,0.0,0.11,71.37,0.36,35.68,101.49,0.0,4,1777240800
107.52,0.0,0.11,72.44,0.37,36.52,102.78,0.0,4,1777244400
107.99,0.0,0.11,73.2,0.38,37.16,103.74,0.0,4,1777248000
108.34,0.0,0.11,73.77,0.38,37.49,104.23,0.0,4,1777251600
108.82,0.0,0.13,74.08,0.39,37.51,104.19,0.0,4,1777255200
109.45,0.01,0.14,73.96,0.38,37.09,103.58,0.0,4,1777258800
109.62,0.01,0.12,73.46,0.37,36.1,101.39,0.0,4,1777262400
109.53,0.01,0.09,72.47,0.35,34.96,96.96,0.0,3,1777266000
109.48,0.01,0.08,71.09,0.34,33.8,90.79,0.0,3,1777269600
109.16,0.01,0.07,69.32,0.33,32.7,84.51,0.0,3,1777273200
108.34,0.01,0.07,67.43,0.33,31.61,79.29,0.0,3,1777276800
107.32,0.01,0.06,66.04,0.32,30.61,75.79,0.0,3,1777280400
106.41,0.01,0.06,65.53,0.32,29.78,74.04,0.0,3,1777284000
105.23,0.01,0.07,65.85,0.33,28.85,72.55,0.0,3,1777287600
104.11,0.01,0.07,66.87,0.35,28.04,71.4,0.0,3,1777291200
103.96,0.01,0.09,68.57,0.37,27.63,71.34,0.0,3,1777294800
104.22,0.0,0.12,70.44,0.4,27.56,71.91,0.0,3,1777298400
105.11,0.0,0.13,72.56,0.44,27.84,73.19,0.0,3,1777302000
106.23,0.0,0.13,74.65,0.48,28.36,74.83,0.0,3,1777305600
107.78,0.0,0.14,77.19,0.53,29.15,76.98,0.0,3,1777309200
109.68,0.0,0.14,80.17,0.59,30.11,79.34,0.0,3,1777312800
111.32,0.0,0.14,82.99,0.64,30.96,81.27,0.0,3,1777316400
112.76,0.0,0.14,85.27,0.66,31.67,82.81,0.0,3,1777320000
113.97,0.0,0.14,86.72,0.67,32.18,84.3,0.0,3,1777323600
114.88,0.0,0.13,87.7,0.66,32.54,85.99,0.0,3,1777327200
115.7,0.0,0.13,88.3,0.66,32.81,87.64,0.0,3,1777330800
116.2,0.0,0.12,88.23,0.65,32.98,88.88,0.0,3,1777334400
116.27,0.0,0.12,87.32,0.63,33.0,89.25,0.0,3,1777338000
116.4,0.0,0.14,85.74,0.6,32.82,88.57,0.0,3,1777341600
116.58,0.01,0.15,83.6,0.57,32.42,87.13,0.0,3,1777345200
116.61,0.01,0.12,82.05,0.54,31.82,84.85,0.0,3,1777348800
116.11,0.01,0.1,80.71,0.53,31.22,82.36,0.0,3,1777352400
115.65,0.01,0.09,78.58,0.52,31.0,80.96,0.0,3,1777356000
114.85,0.01,0.08,75.97,0.51,31.08,80.73,0.0,3,1777359600
114.27,0.01,0.07,73.7,0.5,31.27,80.91,0.0,3,1777363200
113.58,0.01,0.07,72.58,0.51,31.34,80.98,0.0,3,1777366800
113.5,0.01,0.07,72.91,0.54,31.39,81.18,0.0,3,1777370400
113.3,0.01,0.08,74.05,0.58,31.42,81.4,0.0,3,1777374000
113.65,0.01,0.09,75.7,0.62,31.61,82.26,0.0,3,1777377600
114.73,0.01,0.12,77.67,0.66,32.06,84.11,0.0,3,1777381200
115.62,0.0,0.15,78.58,0.68,32.48,86.08,0.0,3,1777384800
116.29,0.0,0.15,78.11,0.66,32.93,88.14,0.0,3,1777388400
116.68,0.0,0.14,77.03,0.62,33.23,89.16,0.0,3,1777392000
116.9,0.0,0.13,75.84,0.58,33.36,88.05,0.0,3,1777395600
117.32,0.0,0.11,75.35,0.54,33.41,85.29,0.0,3,1777399200
117.81,0.0,0.11,75.51,0.52,33.32,81.95,0.0,3,1777402800
118.66,0.0,0.1,76.42,0.5,33.33,80.33,0.0,3,1777406400
119.56,0.0,0.1,77.54,0.49,33.52,80.92,0.0,3,1777410000
120.61,0.0,0.1,78.39,0.48,33.91,83.25,0.0,3,1777413600
121.88,0.0,0.1,78.72,0.48,34.4,85.82,0.0,3,1777417200
122.92,0.0,0.1,79.1,0.48,34.82,88.15,0.0,3,1777420800
123.41,0.0,0.1,79.33,0.48,35.08,89.59,0.0,3,1777424400
124.05,0.0,0.12,79.38,0.48,35.34,90.49,0.0,3,1777428000
124.48,0.01,0.12,79.21,0.48,35.52,91.01,0.0,3,1777431600
124.44,0.01,0.1,78.9,0.48,35.54,91.0,0.0,3,1777435200
124.78,0.01,0.08,78.88,0.48,35.56,90.82,0.0,3,1777438800
124.85,0.01,0.07,78.94,0.49,35.59,90.35,0.0,3,1777442400
124.34,0.01,0.06,78.61,0.5,35.57,89.44,0.0,3,1777446000
123.52,0.01,0.06,77.99,0.5,35.39,87.48,0.0,3,1777449600
122.51,0.01,0.06,77.64,0.5,34.88,84.06,0.0,3,1777453200
121.92,0.01,0.06,78.2,0.5,33.95,79.17,0.0,3,1777456800
120.82,0.01,0.06,78.97,0.5,32.67,74.23,0.0,3,1777460400
119.7,0.01,0.08,79.86,0.5,31.47,70.84,0.0,3,1777464000
119.0,0.01,0.1,81.19,0.52,30.57,68.95,0.0,3,1777467600
118.17,0.0,0.14,82.64,0.56,29.91,67.82,0.0,3,1777471200
117.76,0.0,0.15,84.89,0.63,29.63,67.48,0.0,3,1777474800
117.23,0.0,0.16,87.54,0.71,29.88,68.66,0.0,3,1777478400
117.36,0.0,0.16,90.68,0.79,30.85,71.52,0.0,3,1777482000
117.78,0.0,0.15,93.61,0.86,32.45,75.8,0.0,3,1777485600
118.09,0.0,0.15,95.72,0.89,34.29,80.76,0.0,3,1777489200
118.07,0.0,0.15,95.87,0.88,35.75,84.68,0.0,3,1777492800
117.64,0.0,0.14,94.61,0.84,36.62,87.03,0.0,3,1777496400
117.32,0.0,0.13,93.16,0.79,36.99,88.28,0.0,3,1777500000
117.01,0.0,0.12,92.09,0.75,36.87,88.65,0.0,3,1777503600
116.84,0.0,0.12,91.67,0.72,36.67,88.96,0.0,3,1777507200
116.68,0.0,0.12,91.33,0.69,36.47,89.14,0.0,3,1777510800
116.61,0.0,0.14,89.8,0.64,36.56,90.24,0.0,3,1777514400
116.6,0.01,0.14,86.81,0.59,36.84,92.71,0.0,3,1777518000
116.27,0.01,0.12,82.53,0.53,37.17,95.87,0.0,3,1777521600
115.45,0.01,0.09,77.73,0.48,37.43,98.62,0.0,3,1777525200
114.34,0.01,0.08,72.41,0.44,37.44,99.75,0.0,3,1777528800
112.66,0.01,0.07,67.38,0.4,37.02,98.65,0.0,3,1777532400
110.99,0.01,0.07,63.31,0.38,36.35,96.12,0.0,3,1777536000
109.5,0.01,0.06,60.4,0.37,35.59,93.46,0.0,3,1777539600
108.32,0.01,0.06,58.97,0.37,34.98,91.75,0.0,3,1777543200
107.3,0.01,0.07,58.83,0.38,34.65,91.36,0.0,3,1777546800
106.71,0.01,0.08,59.93,0.41,34.71,92.54,0.0,3,1777550400
106.84,0.01,0.1,62.44,0.45,35.23,95.08,0.0,3,1777554000
107.31,0.0,0.13,65.19,0.49,35.9,97.21,0.0,3,1777557600
108.07,0.0,0.14,67.78,0.54,36.51,99.08,0.0,3,1777561200
108.81,0.0,0.14,69.4,0.56,36.84,100.28,0.0,4,1777564800
109.32,0.0,0.14,70.2,0.55,37.0,101.05,0.0,4,1777568400
109.52,0.0,0.13,70.55,0.54,37.0,101.79,0.0,4,1777572000
109.13,0.0,0.13,70.44,0.51,36.79,102.2,0.0,4,1777575600
108.49,0.0,0.12,70.59,0.49,36.6,103.06,0.0,4,1777579200
107.7,0.0,0.12,71.05,0.49,36.58,104.72,0.0,4,1777582800
106.99,0.0,0.11,71.83,0.49,36.84,107.24,0.0,4,1777586400
106.61,0.0,0.11,72.69,0.49,37.22,110.11,0.0,4,1777590000
106.55,0.0,0.11,73.35,0.49,37.57,112.81,0.0,4,1777593600
106.01,0.0,0.11,73.76,0.5,37.78,114.81,0.0,4,1777597200
105.45,0.0,0.13,73.94,0.53,37.77,114.35,0.0,4,1777600800
104.87,0.01,0.14,73.84,0.57,37.58,111.96,0.0,4,1777604400
104.57,0.01,0.12,74.16,0.62,37.47,109.47,0.0,4,1777608000
104.49,0.01,0.11,74.66,0.67,37.72,108.53,0.0,4,1777611600
104.76,0.01,0.09,75.46,0.7,38.51,109.78,0.0,4,1777615200
105.08,0.01,0.08,76.05,0.71,39.49,111.81,0.0,4,1777618800
105.39,0.01,0.08,76.24,0.7,40.49,113.22,0.0,4,1777622400
105.57,0.01,0.07,76.39,0.68,41.57,114.18,0.0,4,1777626000
106.15,0.01,0.07,76.87,0.66,42.63,114.55,0.0,4,1777629600
106.19,0.01,0.07,77.33,0.65,43.09,113.4,0.0,4,1777633200
106.24,0.01,0.08,77.94,0.64,42.92,111.21,0.0,4,1777636800
106.7,0.01,0.1,78.95,0.65,42.53,108.85,0.0,4,1777640400
107.08,0.0,0.13,80.38,0.66,42.01,106.33,0.0,4,1777644000
107.66,0.0,0.14,82.06,0.67,41.63,104.96,0.0,4,1777647600
108.17,0.0,0.14,83.85,0.7,41.44,104.84,0.0,4,1777651200
108.94,0.0,0.14,86.29,0.78,41.6,105.27,0.0,4,1777654800
109.88,0.0,0.14,89.15,0.89,41.85,105.33,0.0,4,1777658400
110.93,0.0,0.14,92.1,0.99,41.81,104.12,0.0,4,1777662000
111.86,0.0,0.14,94.35,1.05,41.15,101.21,0.0,4,1777665600
112.48,0.0,0.13,95.54,1.06,40.4,98.37,0.0,3,1777669200
113.1,0.0,0.13,95.93,1.06,40.12,97.49,0.0,3,1777672800
113.55,0.0,0.12,95.18,1.04,40.32,99.04,0.0,3,1777676400
113.98,0.0,0.12,93.99,1.01,40.74,102.13,0.0,4,1777680000
113.96,0.0,0.11,92.47,0.98,41.04,104.69,0.0,4,1777683600
114.2,0.0,0.14,91.14,0.96,41.32,105.95,0.0,4,1777687200
114.49,0.01,0.15,89.91,0.95,41.36,106.16,0.0,4,1777690800
114.47,0.01,0.13,89.05,0.95,40.85,104.68,0.0,4,1777694400
114.3,0.01,0.11,89.2,0.96,39.95,102.18,0.0,4,1777698000
114.14,0.01,0.1,89.9,0.97,38.9,99.69,0.0,3,1777701600
113.93,0.01,0.08,90.35,0.97,37.78,97.54,0.0,3,1777705200
113.14,0.01,0.08,90.22,0.96,36.53,95.07,0.0,3,1777708800
112.1,0.01,0.07,90.04,0.96,35.17,92.15,0.0,3,1777712400
111.84,0.01,0.07,90.89,1.0,34.02,89.97,0.0,3,1777716000
111.83,0.01,0.08,92.07,1.09,33.55,89.68,0.0,3,1777719600
112.55,0.01,0.1,93.37,1.21,34.02,91.11,0.0,3,1777723200
113.92,0.01,0.14,94.91,1.33,35.08,93.44,0.0,3,1777726800
115.06,0.0,0.2,96.66,1.44,36.15,95.41,0.0,3,1777730400
116.01,0.0,0.23,99.56,1.54,37.06,97.09,0.0,3,1777734000
116.79,0.0,0.22,102.82,1.6,37.76,98.29,0.0,3,1777737600
117.53,0.0,0.21,104.81,1.59,38.62,100.11,0.0,4,1777741200
117.95,0.0,0.19,104.78,1.54,39.55,102.28,0.0,4,1777744800
117.95,0.0,0.17,102.96,1.44,40.21,104.13,0.0,4,1777748400
118.25,0.0,0.15,101.51,1.34,40.52,105.13,0.0,4,1777752000
118.75,0.0,0.14,100.7,1.27,40.26,104.2,0.0,4,1777755600
119.31,0.0,0.13,100.54,1.2,39.49,101.15,0.0,4,1777759200
120.08,0.0,0.13,100.48,1.13,38.67,97.94,0.0,3,1777762800
120.59,0.0,0.12,100.57,1.08,37.81,94.79,0.0,3,1777766400
120.88,0.0,0.12,101.31,1.06,36.94,91.98,0.0,3,1777770000
121.2,0.0,0.15,102.77,1.07,36.14,90.05,0.0,3,1777773600
121.23,0.01,0.16,103.79,1.08,35.43,88.99,0.0,3,1777777200
121.35,0.01,0.13,103.99,1.09,34.91,88.31,0.0,3,1777780800
121.45,0.01,0.11,103.53,1.08,34.39,87.28,0.0,3,1777784400
121.23,0.01,0.09,102.43,1.07,33.74,85.43,0.0,3,1777788000
120.61,0.01,0.09,100.36,1.06,32.96,82.68,0.0,3,1777791600
119.65,0.01,0.08,97.63,1.06,32.43,80.77,0.0,3,1777795200
118.91,0.01,0.08,95.5,1.08,32.24,80.27,0.0,3,1777798800
118.99,0.01,0.08,95.1,1.13,32.29,80.6,0.0,3,1777802400
119.66,0.01,0.09,95.97,1.18,32.48,81.32,0.0,3,1777806000
120.7,0.01,0.11,97.68,1.21,32.82,82.94,0.0,3,1777809600
122.07,0.01,0.14,99.96,1.22,33.34,85.21,0.0,3,1777813200
123.44,0.0,0.18,101.8,1.2,34.07,87.58,0.0,3,1777816800
124.7,0.0,0.2,103.67,1.18,34.89,90.2,0.0,3,1777820400
125.44,0.0,0.19,105.02,1.14,35.65,92.93,0.0,3,1777824000
126.14,0.0,0.17,106.09,1.09,36.38,96.12,0.0,3,1777827600
126.38,0.0,0.16,106.71,1.02,36.99,100.16,0.0,4,1777831200
125.78,0.0,0.14,106.72,0.93,37.43,105.69,0.0,4,1777834800
125.12,0.0,0.13,106.33,0.84,37.97,110.6,0.0,4,1777838400
124.78,0.0,0.12,105.69,0.77,38.42,113.28,0.0,4,1777842000
125.49,0.0,0.13,105.36,0.72,38.57,113.07,0.0,4,1777845600
126.56,0.0,0.15,104.92,0.67,38.01,109.45,0.0,4,1777849200
127.91,0.0,0.18,105.31,0.63,36.32,102.35,0.02,4,1777852800
129.49,0.0,0.22,107.17,0.6,33.77,93.57,0.04,3,1777856400
129.36,0.0,0.32,109.0,0.56,31.45,87.4,0.07,3,1777860000
128.01,0.02,0.36,110.59,0.53,29.99,85.19,0.09,3,1777863600
125.95,0.03,0.3,111.15,0.48,29.34,85.42,0.1,3,1777867200
123.97,0.03,0.23,111.58,0.43,29.4,87.89,0.11,3,1777870800
122.22,0.02,0.18,111.36,0.4,30.04,92.76,0.13,3,1777874400
120.73,0.02,0.14,110.48,0.38,31.12,98.38,0.13,3,1777878000
119.46,0.01,0.12,108.0,0.34,31.97,102.55,0.12,4,1777881600
118.34,0.01,0.1,105.21,0.31,32.49,107.33,0.1,4,1777885200
117.61,0.01,0.09,103.05,0.28,32.81,112.96,0.09,4,1777888800
116.94,0.01,0.09,101.41,0.27,32.91,117.41,0.08,4,1777892400
116.87,0.01,0.09,99.97,0.29,33.02,119.65,0.06,4,1777896000
117.51,0.01,0.11,98.85,0.32,33.16,119.0,0.05,4,1777899600
118.74,0.0,0.13,97.66,0.35,33.26,115.5,0.04,4,1777903200
120.2,0.0,0.14,97.0,0.4,33.26,112.74,0.03,4,1777906800
121.14,0.0,0.13,97.96,0.45,33.0,110.93,0.03,4,1777910400
122.36,0.0,0.11,99.35,0.5,33.03,108.18,0.02,4,1777914000
123.69,0.0,0.1,100.54,0.55,33.4,104.52,0.01,4,1777917600
125.13,0.0,0.1,101.1,0.59,34.06,100.84,0.0,4,1777921200
126.18,0.0,0.09,100.96,0.61,34.56,97.51,0.0,3,1777924800
126.48,0.0,0.09,100.32,0.6,34.77,95.11,0.0,3,1777928400
126.06,0.0,0.08,99.03,0.57,34.61,92.72,0.0,3,1777932000
125.49,0.0,0.08,97.2,0.53,34.26,90.47,0.0,3,1777935600
124.8,0.0,0.08,94.87,0.49,33.78,88.66,0.0,3,1777939200
123.95,0.0,0.08,92.36,0.47,33.17,87.3,0.0,3,1777942800
123.58,0.0,0.1,89.49,0.45,32.55,86.85,0.0,3,1777946400
123.19,0.01,0.1,85.4,0.44,31.56,86.68,0.0,3,1777950000
121.93,0.01,0.08,80.19,0.44,29.98,86.06,0.0,3,1777953600
120.93,0.01,0.06,73.94,0.44,28.08,85.52,0.0,3,1777957200
119.9,0.01,0.06,67.21,0.44,25.87,84.83,0.0,3,1777960800
118.78,0.01,0.05,60.84,0.43,23.56,84.16,0.0,3,1777964400
118.05,0.01,0.05,56.32,0.42,21.9,83.87,0.0,3,1777968000
117.34,0.01,0.05,53.34,0.4,20.82,84.16,0.0,3,1777971600
117.09,0.01,0.05,51.3,0.39,20.08,84.73,0.0,3,1777975200
116.53,0.01,0.06,49.82,0.38,19.58,85.14,0.0,3,1777978800
116.05,0.01,0.06,49.5,0.37,19.38,85.64,0.0,3,1777982400
115.81,0.01,0.08,50.49,0.37,19.5,86.43,0.0,3,1777986000
115.36,0.0,0.1,52.18,0.37,19.83,87.21,0.0,3,1777989600
114.97,0.0,0.1,54.14,0.37,20.19,87.76,0.0,3,1777993200
114.67,0.0,0.1,55.67,0.36,20.5,87.95,0.0,3,1777996800
114.86,0.0,0.09,56.93,0.36,20.79,88.48,0.0,3,1778000400
115.21,0.0,0.09,57.67,0.34,20.99,89.31,0.0,3,1778004000
115.08,0.0,0.09,57.8,0.33,20.97,89.63,0.0,3,1778007600
115.04,0.0,0.08,57.48,0.32,20.89,90.07,0.0,3,1778011200
114.96,0.0,0.08,56.96,0.31,20.7,90.14,0.0,3,1778014800
114.73,0.0,0.08,56.12,0.3,20.42,90.03,0.0,3,1778018400
114.54,0.0,0.08,55.64,0.28,20.18,89.93,0.0,3,1778022000
114.49,0.0,0.07,55.25,0.27,19.99,89.6,0.0,3,1778025600
114.39,0.0,0.07,55.32,0.26,19.99,89.6,0.0,3,1778029200
114.41,0.0,0.08,55.67,0.26,20.03,89.53,0.0,3,1778032800
114.54,0.01,0.07,56.0,0.25,19.93,89.01,0.0,3,1778036400
114.31,0.01,0.06,56.24,0.24,19.73,88.21,0.0,3,1778040000
114.14,0.01,0.05,56.38,0.24,19.53,87.16,0.0,3,1778043600
113.5,0.01,0.04,56.17,0.25,19.23,85.73,0.0,3,1778047200
112.76,0.01,0.03,55.71,0.27,18.85,84.06,0.0,3,1778050800
111.57,0.01,0.03,54.82,0.28,18.51,82.0,0.0,3,1778054400
110.33,0.01,0.03,53.69,0.28,18.25,80.15,0.0,3,1778058000
109.27,0.01,0.03,52.54,0.29,18.01,78.54,0.0,3,1778061600
107.73,0.01,0.04,50.91,0.29,17.57,76.65,0.0,3,1778065200
106.14,0.01,0.04,49.35,0.29,17.11,75.24,0.0,3,1778068800
105.04,0.01,0.06,48.35,0.3,16.78,74.58,0.0,3,1778072400
103.76,0.0,0.08,47.22,0.3,16.4,73.67,0.0,3,1778076000
102.48,0.0,0.09,46.27,0.29,16.02,72.49,0.0,3,1778079600
101.5,0.0,0.09,45.85,0.29,15.8,71.6,0.0,3,1778083200
100.67,0.0,0.09,45.66,0.28,15.77,71.28,0.0,3,1778086800
99.88,0.0,0.1,45.45,0.28,15.74,71.02,0.0,3,1778090400
99.06,0.0,0.1,45.27,0.28,15.7,70.66,0.0,3,1778094000
98.64,0.0,0.09,45.47,0.28,15.74,70.16,0.0,3,1778097600
